"name_data","gross_data","prod_data","release_data","perc_return","days_since_jan_1"
"American Sniper",547426372,5.8e+07,2014-12-25,943.838572413793,358
"Mission:Impossible II",546388105,1.25e+08,2000-05-24,437.110484,144
"The Day After Tomorrow",544272402,1.25e+08,2004-05-28,435.4179216,148
"X-Men:Apocalypse",543934787,1.78e+08,2016-05-27,305.581341011236,147
"Cinderella (2015)",543514353,9.5e+07,2015-03-13,572.120371578947,71
"Despicable Me",543113985,6.9e+07,2010-07-09,787.121717391304,189
"Brave",540437063,1.85e+08,2012-06-22,292.128142162162,173
"World War Z",540007876,1.9e+08,2013-06-21,284.214671578947,171
"The Empire Strikes Back",538375067,1.8e+07,1980-05-21,2990.97259444444,141
"WALL-E",533281433,1.8e+08,2008-06-27,296.267462777778,178
"The Revenant",532950503,1.35e+08,2015-12-25,394.77815037037,358
"Godzilla (2014)",529076069,1.6e+08,2014-05-16,330.672543125,135
"Dunkirk",527268280,1e+08,2017-07-21,527.26828,201
"The Simpsons Movie",527071022,7.5e+07,2007-07-27,702.761362666667,207
"Sherlock Holmes",524028679,9e+07,2009-12-25,582.254087777778,358
"Kung Fu Panda 3",521170825,1.45e+08,2016-01-29,359.428155172414,28
"Terminator 2:Judgment Day",520881154,1.02e+08,1991-07-03,510.667798039216,183
"Ant-Man",519311965,1.3e+08,2015-07-17,399.470742307692,197
"Meet the Fockers",516642939,8e+07,2004-12-22,645.80367375,356
"Ghost",505702588,2.2e+07,1990-07-13,2298.64812727273,193
"Aladdin",504050219,2.8e+07,1992-11-13,1800.17935357143,317
"Rio 2",500101972,1.03e+08,2014-04-11,485.535895145631,100
"Troy",497409852,1.75e+08,2004-05-14,284.234201142857,134
"Toy Story 2",497366869,9e+07,1999-11-19,552.629854444444,322
"How to Train Your Dragon",494878759,1.65e+08,2010-03-26,299.926520606061,84
"Twister",494471524,9.2e+07,1996-05-10,537.469047826087,130
"Teenage Mutant Ninja Turtles (2014)",493333584,1.25e+08,2014-08-08,394.6668672,219
"Oz The Great and Powerful",493311825,2.15e+08,2013-03-08,229.447360465116,66
"Clash of the Titans (2010)",493214993,1.25e+08,2010-04-02,394.5719944,91
"War for the Planet of the Apes",490719763,1.5e+08,2017-07-14,327.146508666667,194
"Angels & Demons",485930816,1.5e+08,2009-05-15,323.953877333333,134
"Rio",484635760,9e+07,2011-04-15,538.484177777778,104
"Bruce Almighty",484592874,8.1e+07,2003-05-23,598.262807407407,142
"Shrek",484409218,6e+07,2001-05-16,807.348696666667,135
"Saving Private Ryan",481840909,7e+07,1998-07-24,688.344155714286,204
"Rise of the Planet of the Apes",481801049,9.3e+07,2011-08-05,518.065644086022,216
"Mr. & Mrs. Smith",478207520,1.1e+08,2005-06-10,434.734109090909,160
"Home Alone",476684675,1.8e+07,1990-11-16,2648.24819444444,319
"Return of the Jedi",475106177,3.2e+07,1983-05-25,1484.706803125,144
"Charlie and the Chocolate Factory",474968763,1.5e+08,2005-07-15,316.645842,195
"Indiana Jones and the Last Crusade",474171806,4.8e+07,1989-05-24,987.857929166667,143
"San Andreas",473990832,1.1e+08,2015-05-29,430.900756363636,148
"Hotel Transylvania 2",473226958,8e+07,2015-09-25,591.5336975,267
"Wreck-It Ralph",471222889,1.65e+08,2012-11-02,285.58962969697,306
"The LEGO Movie",469160692,6e+07,2014-02-07,781.934486666667,37
"The Hangover",467483912,3.5e+07,2009-06-05,1335.66832,155
"Star Trek Into Darkness",467381469,1.9e+08,2013-05-16,245.990246842105,135
"The Matrix",463517383,6.3e+07,1999-03-31,735.741877777778,89
"Pretty Woman",463406268,1.4e+07,1990-03-23,3310.04477142857,81
"Lucy",463360063,4e+07,2014-07-25,1158.4001575,205
"Cars",462216280,1.2e+08,2006-06-09,385.180233333333,159
"Gladiator",460583960,1.03e+08,2000-05-05,447.168893203883,125
"X-Men:The Last Stand",459359555,2.1e+08,2006-05-26,218.742645238095,145
"Mission:Impossible",457696359,8e+07,1996-05-22,572.12044875,142
"The Last Samurai",456758981,1.4e+08,2003-12-05,326.256415,338
"300",456068181,6.5e+07,2007-03-09,701.643355384615,67
"Ocean's Eleven",450717150,8.5e+07,2001-12-07,530.255470588235,340
"Thor",449326618,1.5e+08,2011-05-06,299.551078666667,125
"Pearl Harbor",449220945,1.4e+08,2001-05-25,320.872103571429,144
"Tarzan",448191819,1.3e+08,1999-06-16,344.762937692308,166
"La La Land",446092357,3e+07,2016-12-09,1486.97452333333,343
"Alvin and the Chipmunks:The Squeakquel",443140005,7.5e+07,2009-12-23,590.85334,356
"The Bourne Ultimatum",442824138,1.1e+08,2007-08-03,402.567398181818,214
"Men in Black II",441818803,1.4e+08,2002-07-03,315.584859285714,183
"Les Miserables (2012)",441809770,6.1e+07,2012-12-25,724.27831147541,359
"Mrs. Doubtfire",441286195,2.5e+07,1993-11-24,1765.14478,327
"Terminator:Genisys",440603537,1.55e+08,2015-07-01,284.260346451613,181
"Warcraft",433677183,1.6e+08,2016-06-10,271.048239375,161
"Terminator 3:Rise of the Machines",433371112,2e+08,2003-07-02,216.685556,182
"The Mummy Returns",433013274,9.8e+07,2001-05-04,441.850279591837,123
"Die Another Day",431971116,1.42e+08,2002-11-22,304.205011267606,325
"Cast Away",429632142,9e+07,2000-12-22,477.369046666667,356
"The Greatest Showman",429149943,8.4e+07,2017-12-20,510.892789285714,353
"The Matrix Revolutions",427343298,1.5e+08,2003-11-05,284.895532,308
"Django Unchained",425368238,1e+08,2012-12-25,425.368238,359
"Beauty and the Beast",424967620,2.5e+07,1991-11-15,1699.87048,318
"Dances with Wolves",424208848,2.2e+07,1990-11-09,1928.22203636364,312
"The Chronicles of Narnia:Prince Caspian",419665568,2.25e+08,2008-05-16,186.518030222222,136
"The Mummy",415933406,8e+07,1999-05-07,519.9167575,126
"The Chronicles of Narnia:The Voyage of the Dawn Treader",415686217,1.55e+08,2010-12-10,268.184656129032,343
"Jason Bourne",415484914,1.2e+08,2016-07-29,346.237428333333,210
"Sex and the City",415253641,6.5e+07,2008-05-30,638.851755384615,150
"The Wolverine",414828246,1.2e+08,2013-07-26,345.690205,206
"Kingsman:The Secret Service",414351546,8.1e+07,2015-02-13,511.545118518519,43
"The King's Speech",414211549,1.5e+07,2010-11-26,2761.41032666667,329
"Night at the Museum:Battle of the Smithsonian",413106170,1.5e+08,2009-05-22,275.404113333333,141
"Batman",411348924,3.5e+07,1989-06-23,1175.28264,173
"Pacific Rim",411002906,1.9e+08,2013-07-12,216.317318947368,192
"Kingsman:The Golden Circle",410902662,1.04e+08,2017-09-22,395.098713461538,264
"The Mummy (2017)",409231607,1.25e+08,2017-06-09,327.3852856,159
"Ice Age:Collision Course",408579038,1.05e+08,2016-07-22,389.122893333333,203
"Signs",408247917,7.2e+07,2002-08-02,567.010995833333,213
"X2:X-Men United",407711549,1.1e+08,2003-05-02,370.646862727273,121
"Prometheus",403354469,1.3e+08,2012-06-08,310.272668461538,159
"The Mummy:Tomb of the Dragon Emperor",401128639,1.45e+08,2008-08-01,276.640440689655,213
"Tron Legacy",400062763,1.7e+08,2010-12-17,235.331037058824,350
"Mission:Impossible III",397850012,1.5e+08,2006-05-05,265.233341333333,124
"Snow White and the Huntsman",396592829,1.7e+08,2012-06-01,233.289899411765,152
"Twilight",393616788,3.7e+07,2008-11-21,1063.82915675676,325
"The Wolf of Wall Street",392000694,1e+08,2013-12-25,392.000694,358
"Superman Returns",391081192,2.7e+08,2006-06-28,144.844885925926,178
"Robin Hood:Prince of Thieves",390493908,4.8e+07,1991-06-14,813.528975,164
"Raiders of the Lost Ark",389925971,1.8e+07,1981-06-12,2166.25539444444,162
"Independence Day:Resurgence",389681935,1.65e+08,2016-06-24,236.17086969697,175
"Home (2015)",386041607,1.35e+08,2015-03-27,285.956745925926,85
"Star Trek",385680446,1.5e+08,2009-05-08,257.120297333333,127
"Happy Feet",384335608,1e+08,2006-11-17,384.335608,320
"Live Free or Die Hard",383531464,1.1e+08,2007-06-27,348.664967272727,177
"Ice Age",383257136,5.9e+07,2002-03-15,649.588366101695,73
"Monsters Vs. Aliens",381509870,1.75e+08,2009-03-27,218.00564,85
"Fifty Shades Darker",381128783,5.5e+07,2017-02-10,692.961423636364,40
"Back to the Future",381109762,1.9e+07,1985-07-03,2005.84085263158,183
"Godzilla",379014294,1.3e+08,1998-05-20,291.549456923077,139
"True Lies",378882411,1.15e+08,1994-07-15,329.462966086956,195
"Mad Max:Fury Road",378858340,1.5e+08,2015-05-15,252.572226666667,134
"Slumdog Millionaire",377910544,1.5e+07,2008-11-12,2519.40362666667,316
"Taken 2",376141306,4.5e+07,2012-10-05,835.869568888889,278
"G.I. Joe:Retaliation",375740705,1.3e+08,2013-03-28,289.031311538462,86
"Batman Begins",374218673,1.5e+08,2005-06-15,249.479115333333,165
"What Women Want",374111707,7e+07,2000-12-15,534.445295714286,349
"X-Men Origins:Wolverine",373062864,1.5e+08,2009-05-01,248.708576,120
"Penguins of Madagascar",373015621,1.32e+08,2014-11-26,282.587591666667,329
"The Golden Compass",372234864,1.8e+08,2007-12-07,206.797146666667,340
"Terminator Salvation",371353001,2e+08,2009-05-21,185.6765005,140
"Captain America:The First Avenger",370569774,1.4e+08,2011-07-22,264.692695714286,202
"Edge of Tomorrow",370541256,1.78e+08,2014-06-06,208.16924494382,156
"There's Something About Mary",369884651,2.3e+07,1998-07-15,1608.19413478261,195
"Gone Girl",369330363,6.1e+07,2014-10-03,605.45961147541,275
"Jurassic Park III",368780809,9.3e+07,2001-07-18,396.538504301075,198
"Fifty Shades Freed",368307760,5.5e+07,2018-02-09,669.650472727273,39
"Hitch",368100420,7e+07,2005-02-11,525.857742857143,41
"Shark Tale",367275019,7.5e+07,2004-10-01,489.700025333333,274
"Die Hard:With A Vengeance",366101666,9e+07,1995-05-19,406.779628888889,138
"Notting Hill",363889678,4.2e+07,1999-05-28,866.403995238095,147
"A Bug's Life",363258859,1.2e+08,1998-11-20,302.715715833333,323
"Night at the Museum:Secret of the Tomb",363204635,1.27e+08,2014-12-19,285.987901574803,352
"Fast and Furious",363164265,8.5e+07,2009-04-03,427.252076470588,92
"Ocean's Twelve",362744280,1.1e+08,2004-12-10,329.767527272727,344
"Noah",362637473,1.25e+08,2014-03-28,290.1099784,86
"Planet of the Apes (2001)",362211740,1e+08,2001-07-27,362.21174,207
"The Hangover Part III",362000072,1.03e+08,2013-05-23,351.456380582524,142
"The World Is Not Enough",361832400,1.35e+08,1999-11-19,268.024,322
"Alvin and the Chipmunks",361336633,6e+07,2007-12-14,602.227721666667,347
"The Karate Kid",359126022,4e+07,2010-06-11,897.815055,161
"Hotel Transylvania",358375603,8.5e+07,2012-09-28,421.618356470588,271
"Minority Report",358372926,1.02e+08,2002-06-21,351.346005882353,171
"Rampage (2018)",358043100,1.2e+08,2018-04-13,298.36925,102
"The Legend of Tarzan",356700357,1.8e+08,2016-07-01,198.166865,182
"American Beauty",356296601,1.5e+07,1999-09-15,2375.31067333333,257
"Rain Man",354825435,2.5e+07,1988-12-16,1419.30174,350
"The Great Gatsby (2013)",353641895,1.05e+08,2013-05-10,336.801804761905,129
"X-Men:First Class",353624124,1.6e+08,2011-06-03,221.0150775,153
"Basic Instinct",352927224,4.9e+07,1992-03-20,720.259640816327,79
"The Angry Birds Movie",352333929,7.3e+07,2016-05-20,482.649217808219,140
"Catch Me If You Can",352114312,5.2e+07,2002-12-25,677.142907692308,358
"Now You See Me",351723989,7.5e+07,2013-05-31,468.965318666667,150
"Murder on the Orient Express (2017)",351717054,5.5e+07,2017-11-10,639.485552727273,313
"Hannibal",351692268,8.7e+07,2001-02-09,404.243986206897,39
"The Mask",351583407,2.3e+07,1994-07-29,1528.62350869565,209
"Speed",350448145,3e+07,1994-06-10,1168.16048333333,160
"Dinosaur",349822765,1.27e+08,2000-05-19,275.450996062992,139
"Dr. Seuss' The Lorax",348840316,7e+07,2012-03-02,498.343308571429,61
"The Maze Runner",348319861,3.4e+07,2014-09-19,1024.47017941176,261
"The Smurfs 2",347545360,1.05e+08,2013-07-31,330.995580952381,211
"National Treasure",347512318,1e+08,2004-11-19,347.512318,323
"Rush Hour 2",347325802,9e+07,2001-08-03,385.917557777778,214
"I, Robot",347234916,1.2e+08,2004-07-16,289.36243,197
"Trolls",346864462,1.25e+08,2016-11-04,277.4915696,308
"xXx:The Return of Xander Cage",346147658,8.5e+07,2017-01-20,407.232538823529,19
"How the Grinch Stole Christmas",345141403,1.23e+08,2000-11-17,280.602766666667,321
"Star Trek Beyond",343471816,1.85e+08,2016-07-22,185.660441081081,203
"Alvin and the Chipmunks:Chipwrecked",342695435,7.5e+07,2011-12-16,456.927246666667,349
"The Flintstones",341631208,4.6e+07,1994-05-27,742.676539130435,146
"Wanted",341433252,7.5e+07,2008-06-27,455.244336,178
"Enchanted",340487652,8.5e+07,2007-11-21,400.573708235294,324
"300:Rise of An Empire",337580051,1.1e+08,2014-03-07,306.890955454545,65
"Batman Forever",336529144,1e+08,1995-06-16,336.529144,166
"Prince of Persia:The Sands of Time",336365676,2e+08,2010-05-28,168.182838,147
"Journey 2:The Mysterious Island",335260290,7.9e+07,2012-02-10,424.380113924051,40
"The Rock",335062621,7.5e+07,1996-06-07,446.750161333333,158
"The Great Wall",334933831,1.5e+08,2017-02-17,223.289220666667,47
"The Curious Case of Benjamin Button",333932083,1.5e+08,2008-12-25,222.621388666667,359
"Indiana Jones and the Temple of Doom",333107271,2.8e+07,1984-05-23,1189.668825,143
"Back to the Future Part II",331950002,4e+07,1989-11-22,829.875005,325
"22 Jump Street",331333876,5e+07,2014-06-13,662.667752,163
"Fantastic Four (2005)",330579719,1e+08,2005-07-08,330.579719,188
"Meet the Parents",330444045,5.5e+07,2000-10-06,600.807354545455,279
"Who Framed Roger Rabbit",329803958,7e+07,1988-06-24,471.148511428571,175
"Black Swan",329398046,1.3e+07,2010-12-03,2533.83112307692,336
"The Perfect Storm",328718434,1.4e+08,2000-06-30,234.798881428571,181
"Seven",327311859,3.3e+07,1995-09-22,991.854118181818,264
"The Devil Wears Prada",326551094,3.5e+07,2006-06-30,933.003125714286,180
"Taken 3",326479141,4.8e+07,2015-01-09,680.164877083333,8
"The Hunchback of Notre Dame",325338851,1e+08,1996-06-21,325.338851,172
"A Christmas Carol (2009)",325286646,2e+08,2009-11-06,162.643323,309
"The SpongeBob Movie:Sponge Out of Water",325186032,7.4e+07,2015-02-06,439.440583783784,36
"Megamind",321885765,1.3e+08,2010-11-05,247.604434615385,308
"Lethal Weapon 3",321731527,3.5e+07,1992-05-15,919.232934285714,135
"Robin Hood",321669741,2e+08,2010-05-14,160.8348705,133
"Inglourious Basterds",321455689,7e+07,2009-08-21,459.222412857143,232
"Schindler's List",321306305,2.2e+07,1993-12-15,1460.48320454545,348
"The Conjuring 2",320392818,4e+07,2016-06-10,800.982045,161
"Peter Rabbit",320063505,5e+07,2018-02-09,640.12701,39
"The Last Airbender",319713881,1.5e+08,2010-07-01,213.142587333333,181
"The Conjuring",319494638,2e+07,2013-07-19,1597.47319,199
"The Proposal",317375031,4e+07,2009-06-19,793.4375775,169
"Air Force One",315156409,8.5e+07,1997-07-25,370.772245882353,205
"The Expendables 2",314975955,1e+08,2012-08-17,314.975955,229
"Chicken Little",314432837,1.5e+08,2005-11-04,209.621891333333,307
"As Good as It Gets",314178011,5e+07,1997-12-23,628.356022,356
"A Beautiful Mind",313542341,5.8e+07,2001-12-21,540.590243103448,354
"Maze Runner:The Scorch Trials",312325103,6.1e+07,2015-09-18,512.00836557377,260
"Resident Evil:The Final Chapter",312242626,4e+07,2017-01-27,780.606565,26
"Austin Powers:The Spy Who Shagged Me",312016858,3.3e+07,1999-06-11,945.50563030303,161
"The LEGO Batman Movie",311950384,8e+07,2017-02-10,389.93798,40
